Match_ID,Match_Date,Pitch_Type,Phase,Over,Ball,Bowler,Batter_Avg,Batter_SR,Runs_Conceded,Is_Wicket,Is_Death,Is_Dot,Is_Pressure_Ball,Next_Is_Wicket,Next_Over,Next_Ball,Valid_Next,Bowler_B,Pitch_Batting,Pitch_Bowling,Pitch_Neutral,Batter_Avg_z
30079,16-Jan-23,Bowling,Powerplay,4,1,Bowler A,46.23,88.24,2,0,0,0,0,0,4.0,2.0,1,0,False,True,False,1.5048946094202442
30079,16-Jan-23,Bowling,Powerplay,4,2,Bowler A,21.65,154.31,0,0,0,1,0,0,4.0,3.0,1,0,False,True,False,-1.0063884514913506
30079,16-Jan-23,Bowling,Powerplay,4,3,Bowler A,19.99,157.81,0,0,0,1,0,0,4.0,4.0,1,0,False,True,False,-1.1759869006822883
30079,16-Jan-23,Bowling,Powerplay,4,4,Bowler A,30.38,139.34,1,0,0,0,0,0,4.0,5.0,1,0,False,True,False,-0.11446407713178082
30079,16-Jan-23,Bowling,Powerplay,4,5,Bowler A,28.97,149.68,3,0,0,0,0,0,4.0,6.0,1,0,False,True,False,-0.2585205912036014
30079,16-Jan-23,Bowling,Powerplay,5,1,Bowler A,32.22,133.93,1,0,0,0,0,0,5.0,2.0,1,0,False,True,False,0.07352456534492115
30079,16-Jan-23,Bowling,Powerplay,5,2,Bowler A,36.04,122.39,0,0,0,1,0,0,5.0,3.0,1,0,False,True,False,0.4638053339650307
30079,16-Jan-23,Bowling,Powerplay,5,3,Bowler A,37.48,119.95,0,0,0,1,0,1,5.0,4.0,1,0,False,True,False,0.610926880251145
30079,16-Jan-23,Bowling,Powerplay,5,4,Bowler A,25.06,137.09,0,1,0,1,0,0,5.0,5.0,1,0,False,True,False,-0.6579964564665931
30079,16-Jan-23,Bowling,Powerplay,5,5,Bowler A,25.16,133.86,1,0,0,0,0,0,5.0,6.0,1,0,False,True,False,-0.6477796824189461
30079,16-Jan-23,Bowling,Death,17,1,Bowler A,37.56,169.65,1,0,1,0,0,0,17.0,2.0,1,0,False,True,False,0.6191002994892632
30079,16-Jan-23,Bowling,Death,17,2,Bowler A,24.96,160.21,4,0,1,0,0,0,17.0,3.0,1,0,False,True,False,-0.6682132305142398
30079,16-Jan-23,Bowling,Death,17,3,Bowler A,16.59,124.41,1,0,1,0,0,0,17.0,4.0,1,0,False,True,False,-1.523357218302281
30079,16-Jan-23,Bowling,Death,17,4,Bowler A,31.52,153.97,1,0,1,0,0,0,17.0,5.0,1,0,False,True,False,0.0020071470113932934
30079,16-Jan-23,Bowling,Death,17,5,Bowler A,28.88,121.87,0,0,1,1,1,0,17.0,6.0,1,0,False,True,False,-0.26771568784648353
30079,16-Jan-23,Bowling,Death,19,1,Bowler A,25.51,202.65,1,0,1,0,0,0,19.0,2.0,1,0,False,True,False,-0.612020973252182
30079,16-Jan-23,Bowling,Death,19,2,Bowler A,35.95,153.58,0,0,1,1,1,0,19.0,3.0,1,0,False,True,False,0.45461023732214895
30079,16-Jan-23,Bowling,Death,19,3,Bowler A,29.24,152.44,1,0,1,0,0,0,19.0,4.0,1,0,False,True,False,-0.23093530127495493
30079,16-Jan-23,Bowling,Death,19,4,Bowler A,18.1,169.74,2,0,1,0,0,0,19.0,5.0,1,0,False,True,False,-1.3690839301828133
30079,16-Jan-23,Bowling,Death,19,5,Bowler A,34.65,185.42,2,0,1,0,0,0,19.0,6.0,1,0,False,True,False,0.3217921747027395
30193,26-Dec-22,Batting,Powerplay,3,1,Bowler B,27.61,126.84,2,0,0,0,0,0,3.0,2.0,1,0,True,False,False,-0.3974687182515984
30193,26-Dec-22,Batting,Powerplay,3,2,Bowler B,22.93,156.51,2,0,0,0,0,0,3.0,3.0,1,0,True,False,False,-0.8756137436814708
30193,26-Dec-22,Batting,Powerplay,3,3,Bowler B,31.44,130.29,0,0,0,1,0,0,3.0,4.0,1,0,True,False,False,-0.00616627222672401
30193,26-Dec-22,Batting,Powerplay,3,4,Bowler B,26.25,167.79,0,0,0,1,0,0,3.0,5.0,1,0,True,False,False,-0.5364168452995955
30193,26-Dec-22,Batting,Powerplay,3,5,Bowler B,21.26,144.07,0,0,0,1,0,0,3.0,6.0,1,0,True,False,False,-1.046233870277173
30193,26-Dec-22,Batting,Powerplay,4,1,Bowler B,31.14,102.36,1,0,0,0,0,0,4.0,2.0,1,0,True,False,False,-0.03681659436966462
30193,26-Dec-22,Batting,Powerplay,4,2,Bowler B,21.08,113.59,0,0,0,1,0,0,4.0,3.0,1,0,True,False,False,-1.0646240635629376
30193,26-Dec-22,Batting,Powerplay,4,3,Bowler B,30.63,148.38,1,0,0,0,0,0,4.0,4.0,1,0,True,False,False,-0.0889221420126637
30193,26-Dec-22,Batting,Powerplay,4,4,Bowler B,23.91,145.64,0,0,0,1,0,0,4.0,5.0,1,0,True,False,False,-0.7754893580145317
30193,26-Dec-22,Batting,Powerplay,4,5,Bowler B,33.1,117.61,1,0,0,0,0,0,4.0,6.0,1,0,True,False,False,0.16343217696421367
30193,26-Dec-22,Batting,Death,16,1,Bowler B,43.42,165.51,0,0,1,1,1,0,16.0,2.0,1,0,True,False,False,1.2178032586813683
30193,26-Dec-22,Batting,Death,16,2,Bowler B,43.84,154.14,0,0,1,1,1,1,16.0,3.0,1,0,True,False,False,1.260713709681485
30193,26-Dec-22,Batting,Death,16,3,Bowler B,51.47,146.44,0,1,1,1,1,0,16.0,4.0,1,0,True,False,False,2.0402535695169393
30193,26-Dec-22,Batting,Death,16,4,Bowler B,32.8,133.02,6,0,1,0,0,0,16.0,5.0,1,0,True,False,False,0.1327818548212727
30193,26-Dec-22,Batting,Death,16,5,Bowler B,34.69,152.41,0,0,1,1,1,0,16.0,6.0,1,0,True,False,False,0.3258788843217981
30193,26-Dec-22,Batting,Death,20,1,Bowler B,42.62,141.04,0,1,1,1,1,1,20.0,2.0,1,0,True,False,False,1.136069066300193
30193,26-Dec-22,Batting,Death,20,2,Bowler B,26.4,141.09,0,1,1,1,1,1,20.0,3.0,1,0,True,False,False,-0.5210916842281254
30193,26-Dec-22,Batting,Death,20,3,Bowler B,26.47,154.29,0,1,1,1,1,0,20.0,4.0,1,0,True,False,False,-0.5139399423947726
30193,26-Dec-22,Batting,Death,20,4,Bowler B,37.03,136.31,4,0,1,0,0,0,20.0,5.0,1,0,True,False,False,0.5649513970367347
30193,26-Dec-22,Batting,Death,20,5,Bowler B,20.62,155.68,4,0,1,0,0,0,20.0,6.0,1,0,True,False,False,-1.1116212241821128
30316,16-Jul-22,Batting,Powerplay,1,1,Bowler A,19.39,133.32,2,0,0,0,0,0,1.0,2.0,1,0,True,False,False,-1.237287544968169
30316,16-Jul-22,Batting,Powerplay,1,2,Bowler A,30.19,136.65,0,0,0,1,0,0,1.0,3.0,1,0,True,False,False,-0.1338759478223096
30316,16-Jul-22,Batting,Powerplay,1,3,Bowler A,29.13,132.85,0,0,0,1,0,0,1.0,4.0,1,0,True,False,False,-0.2421737527273664
30316,16-Jul-22,Batting,Powerplay,1,4,Bowler A,28.65,120.53,0,0,0,1,0,0,1.0,5.0,1,0,True,False,False,-0.2912142681560713
30316,16-Jul-22,Batting,Powerplay,1,5,Bowler A,24.48,145.61,6,0,0,0,0,0,1.0,6.0,1,0,True,False,False,-0.7172537459429447
30316,16-Jul-22,Batting,Powerplay,2,1,Bowler A,35.1,152.72,4,0,0,0,0,0,2.0,2.0,1,0,True,False,False,0.3677676579171506
30316,16-Jul-22,Batting,Powerplay,2,2,Bowler A,31.48,125.16,4,0,0,0,0,0,2.0,3.0,1,0,True,False,False,-0.002079562607665358
30316,16-Jul-22,Batting,Powerplay,2,3,Bowler A,31.14,153.86,0,0,0,1,0,0,2.0,4.0,1,0,True,False,False,-0.03681659436966462
30316,16-Jul-22,Batting,Powerplay,2,4,Bowler A,38.95,124.66,0,0,0,1,0,0,2.0,5.0,1,0,True,False,False,0.7611134587515543
30316,16-Jul-22,Batting,Powerplay,2,5,Bowler A,22.42,141.36,0,0,0,1,0,1,2.0,6.0,1,0,True,False,False,-0.9277192913244695
30316,16-Jul-22,Batting,Death,18,1,Bowler A,39.09,153.37,0,0,1,1,1,0,18.0,2.0,1,0,True,False,False,0.77541694241826
30316,16-Jul-22,Batting,Death,18,2,Bowler A,28.63,112.85,6,0,1,0,0,0,18.0,3.0,1,0,True,False,False,-0.29325762296560065
30316,16-Jul-22,Batting,Death,18,3,Bowler A,34.36,160.6,3,0,1,0,0,0,18.0,4.0,1,0,True,False,False,0.29216352996456374
30316,16-Jul-22,Batting,Death,18,4,Bowler A,58.33,189.1,0,0,1,1,1,0,18.0,5.0,1,0,True,False,False,2.7411242691855127
30316,16-Jul-22,Batting,Death,18,5,Bowler A,27.94,131.16,1,0,1,0,0,0,18.0,6.0,1,0,True,False,False,-0.36375336389436363
30316,16-Jul-22,Batting,Death,20,1,Bowler A,27.85,167.94,0,0,1,1,1,0,20.0,2.0,1,0,True,False,False,-0.3729484605372458
30316,16-Jul-22,Batting,Death,20,2,Bowler A,33.58,134.82,2,0,1,0,0,0,20.0,3.0,1,0,True,False,False,0.21247269239291822
30316,16-Jul-22,Batting,Death,20,3,Bowler A,33.24,158.17,0,0,1,1,1,0,20.0,4.0,1,0,True,False,False,0.1777356606309193
30316,16-Jul-22,Batting,Death,20,4,Bowler A,46.88,180.71,1,0,1,0,0,0,20.0,5.0,1,0,True,False,False,1.5713036407299492
30316,16-Jul-22,Batting,Death,20,5,Bowler A,27.8,134.75,1,0,1,0,0,0,20.0,6.0,1,0,True,False,False,-0.3780568475610693
30637,21-Jun-22,Bowling,Powerplay,3,1,Bowler A,19.8,122.79,0,0,0,1,0,0,3.0,2.0,1,0,False,True,False,-1.1953987713728171
30637,21-Jun-22,Bowling,Powerplay,3,2,Bowler A,36.09,140.3,3,0,0,0,0,0,3.0,3.0,1,0,False,True,False,0.4689137209888546
30637,21-Jun-22,Bowling,Powerplay,3,3,Bowler A,31.83,151.9,0,0,0,1,0,1,3.0,4.0,1,0,False,True,False,0.033679146559098386
30637,21-Jun-22,Bowling,Powerplay,3,4,Bowler A,35.11,154.11,0,1,0,1,0,0,3.0,5.0,1,0,False,True,False,0.3687893353219151
30637,21-Jun-22,Bowling,Powerplay,3,5,Bowler A,26.45,128.14,0,0,0,1,0,0,3.0,6.0,1,0,False,True,False,-0.5159832972043019
30637,21-Jun-22,Bowling,Powerplay,5,1,Bowler A,31.71,148.35,2,0,0,0,0,0,5.0,2.0,1,0,False,True,False,0.021419017701922432
30637,21-Jun-22,Bowling,Powerplay,5,2,Bowler A,13.14,122.27,0,0,0,1,0,0,5.0,3.0,1,0,False,True,False,-1.875835922946097
30637,21-Jun-22,Bowling,Powerplay,5,3,Bowler A,35.35,122.81,0,0,0,1,0,0,5.0,4.0,1,0,False,True,False,0.3933095930362677
30637,21-Jun-22,Bowling,Powerplay,5,4,Bowler A,20.95,135.82,1,0,0,0,0,0,5.0,5.0,1,0,False,True,False,-1.0779058698248785
30637,21-Jun-22,Bowling,Powerplay,5,5,Bowler A,29.61,141.5,1,0,0,0,0,0,5.0,6.0,1,0,False,True,False,-0.1931332372986615
30637,21-Jun-22,Bowling,Death,16,1,Bowler A,38.07,138.99,2,0,1,0,0,0,16.0,2.0,1,0,False,True,False,0.6712058471322618
30637,21-Jun-22,Bowling,Death,16,2,Bowler A,15.53,169.57,2,0,1,0,0,0,16.0,3.0,1,0,False,True,False,-1.6316550232073375
30637,21-Jun-22,Bowling,Death,16,3,Bowler A,43.61,128.4,0,0,1,1,1,0,16.0,4.0,1,0,False,True,False,1.2372151293718971
30637,21-Jun-22,Bowling,Death,16,4,Bowler A,33.15,174.24,1,0,1,0,0,0,16.0,5.0,1,0,False,True,False,0.1685405639880368
30637,21-Jun-22,Bowling,Death,16,5,Bowler A,41.91,128.26,2,0,1,0,0,0,16.0,6.0,1,0,False,True,False,1.0635299705619004
30637,21-Jun-22,Bowling,Death,17,1,Bowler A,34.95,169.51,3,0,1,0,0,0,17.0,2.0,1,0,False,True,False,0.35244249684568046
30637,21-Jun-22,Bowling,Death,17,2,Bowler A,31.12,176.12,0,0,1,1,1,0,17.0,3.0,1,0,False,True,False,-0.03885994917919395
30637,21-Jun-22,Bowling,Death,17,3,Bowler A,46.96,143.11,0,0,1,1,1,0,17.0,4.0,1,0,False,True,False,1.5794770599680665
30637,21-Jun-22,Bowling,Death,17,4,Bowler A,48.92,152.22,0,0,1,1,1,0,17.0,5.0,1,0,False,True,False,1.7797258313019448
30637,21-Jun-22,Bowling,Death,17,5,Bowler A,22.17,164.34,0,0,1,1,1,0,17.0,6.0,1,0,False,True,False,-0.9532612264435867
31395,21-Dec-22,Neutral,Powerplay,1,1,Bowler B,21.52,121.17,2,0,0,0,0,0,1.0,2.0,1,0,False,False,True,-1.0196702577532915
31395,21-Dec-22,Neutral,Powerplay,1,2,Bowler B,38.26,174.6,0,0,0,1,0,0,1.0,3.0,1,0,False,False,True,0.6906177178227906
31395,21-Dec-22,Neutral,Powerplay,1,3,Bowler B,27.3,123.15,0,0,0,1,0,0,1.0,4.0,1,0,False,False,True,-0.4291407177993035
31395,21-Dec-22,Neutral,Powerplay,1,4,Bowler B,23.03,128.58,0,0,0,1,0,0,1.0,5.0,1,0,False,False,True,-0.8653969696338238
31395,21-Dec-22,Neutral,Powerplay,1,5,Bowler B,37.95,150.14,0,0,0,1,0,0,1.0,6.0,1,0,False,False,True,0.6589457182750859
31395,21-Dec-22,Neutral,Powerplay,3,1,Bowler B,42.78,128.44,4,0,0,0,0,0,3.0,2.0,1,0,False,False,True,1.1524159047764284
31395,21-Dec-22,Neutral,Powerplay,3,2,Bowler B,26.46,137.28,0,0,0,1,0,1,3.0,3.0,1,0,False,False,True,-0.514961619799537
31395,21-Dec-22,Neutral,Powerplay,3,3,Bowler B,34.03,119.23,0,1,0,1,0,0,3.0,4.0,1,0,False,False,True,0.2584481756073293
31395,21-Dec-22,Neutral,Powerplay,3,4,Bowler B,12.81,125.08,0,0,0,1,0,0,3.0,5.0,1,0,False,False,True,-1.9095512773033314
31395,21-Dec-22,Neutral,Powerplay,3,5,Bowler B,19.43,117.12,1,0,0,0,0,0,3.0,6.0,1,0,False,False,True,-1.2332008353491104
31395,21-Dec-22,Neutral,Death,17,1,Bowler B,42.97,182.66,1,0,1,0,0,0,17.0,2.0,1,0,False,False,True,1.1718277754669573
31395,21-Dec-22,Neutral,Death,17,2,Bowler B,20.93,124.04,2,0,1,0,0,0,17.0,3.0,1,0,False,False,True,-1.0799492246344078
31395,21-Dec-22,Neutral,Death,17,3,Bowler B,43.06,172.68,0,0,1,1,1,0,17.0,4.0,1,0,False,False,True,1.1810228721098397
31395,21-Dec-22,Neutral,Death,17,4,Bowler B,49.68,149.39,4,0,1,0,0,0,17.0,5.0,1,0,False,False,True,1.8573733140640607
31395,21-Dec-22,Neutral,Death,17,5,Bowler B,50.39,154.16,2,0,1,0,0,0,17.0,6.0,1,0,False,False,True,1.9299124098023535
31395,21-Dec-22,Neutral,Death,20,1,Bowler B,43.21,131.77,6,0,1,0,0,0,20.0,2.0,1,0,False,False,True,1.1963480331813099
31395,21-Dec-22,Neutral,Death,20,2,Bowler B,45.4,129.62,0,0,1,1,1,0,20.0,3.0,1,0,False,False,True,1.4200953848247755
31395,21-Dec-22,Neutral,Death,20,3,Bowler B,46.06,144.08,2,0,1,0,0,0,20.0,4.0,1,0,False,False,True,1.4875260935392451
31395,21-Dec-22,Neutral,Death,20,4,Bowler B,36.08,202.14,2,0,1,0,0,0,20.0,5.0,1,0,False,False,True,0.46789204358408937
31395,21-Dec-22,Neutral,Death,20,5,Bowler B,45.73,154.37,1,0,1,0,0,0,20.0,6.0,1,0,False,False,True,1.4538107391820099
32097,17-Jun-23,Bowling,Powerplay,2,1,Bowler B,19.68,126.71,0,1,0,1,0,0,2.0,2.0,1,0,False,True,False,-1.2076589002299933
32097,17-Jun-23,Bowling,Powerplay,2,2,Bowler B,25.6,144.99,0,0,0,1,0,0,2.0,3.0,1,0,False,True,False,-0.6028258766092999
32097,17-Jun-23,Bowling,Powerplay,2,3,Bowler B,29.77,138.69,4,0,0,0,0,1,2.0,4.0,1,0,False,True,False,-0.17678639882242653
32097,17-Jun-23,Bowling,Powerplay,2,4,Bowler B,22.56,136.01,0,1,0,1,0,0,2.0,5.0,1,0,False,True,False,-0.9134158076577643
32097,17-Jun-23,Bowling,Powerplay,2,5,Bowler B,25.76,141.08,0,0,0,1,0,0,2.0,6.0,1,0,False,True,False,-0.5864790381330649
32097,17-Jun-23,Bowling,Powerplay,3,1,Bowler B,28.29,105.38,0,0,0,1,0,0,3.0,2.0,1,0,False,True,False,-0.3279946547275999
32097,17-Jun-23,Bowling,Powerplay,3,2,Bowler B,33.97,160.32,1,0,0,0,0,0,3.0,3.0,1,0,False,True,False,0.252318111178741
32097,17-Jun-23,Bowling,Powerplay,3,3,Bowler B,29.61,136.94,0,0,0,1,0,0,3.0,4.0,1,0,False,True,False,-0.1931332372986615
32097,17-Jun-23,Bowling,Powerplay,3,4,Bowler B,31.27,124.79,0,0,0,1,0,0,3.0,5.0,1,0,False,True,False,-0.023534788107723824
32097,17-Jun-23,Bowling,Powerplay,3,5,Bowler B,24.52,122.48,1,0,0,0,0,0,3.0,6.0,1,0,False,True,False,-0.713167036323886
32097,17-Jun-23,Bowling,Death,18,1,Bowler B,40.88,135.87,0,0,1,1,1,0,18.0,2.0,1,0,False,True,False,0.9582971978711384
32097,17-Jun-23,Bowling,Death,18,2,Bowler B,27.63,150.5,2,0,1,0,0,0,18.0,3.0,1,0,False,True,False,-0.39542536344206913
32097,17-Jun-23,Bowling,Death,18,3,Bowler B,46.75,192.32,1,0,1,0,0,0,18.0,4.0,1,0,False,True,False,1.5580218344680081
32097,17-Jun-23,Bowling,Death,18,4,Bowler B,20.36,142.4,1,0,1,0,0,0,18.0,5.0,1,0,False,True,False,-1.1381848367059948
32097,17-Jun-23,Bowling,Death,18,5,Bowler B,35.46,164.98,1,0,1,0,0,0,18.0,6.0,1,0,False,True,False,0.4045480444886792
32097,17-Jun-23,Bowling,Death,20,1,Bowler B,35.26,151.43,0,0,1,1,1,1,20.0,2.0,1,0,False,True,False,0.3841144963933852
32097,17-Jun-23,Bowling,Death,20,2,Bowler B,31.94,142.41,0,1,1,1,1,1,20.0,3.0,1,0,False,True,False,0.044917598011510226
32097,17-Jun-23,Bowling,Death,20,3,Bowler B,30.65,120.44,0,1,1,1,1,0,20.0,4.0,1,0,False,True,False,-0.08687878720313437
32097,17-Jun-23,Bowling,Death,20,4,Bowler B,33.83,170.66,4,0,1,0,0,0,20.0,5.0,1,0,False,True,False,0.23801462751203534
32097,17-Jun-23,Bowling,Death,20,5,Bowler B,19.3,156.73,0,0,1,1,1,0,20.0,6.0,1,0,False,True,False,-1.2464826416110513
32778,03-May-22,Bowling,Powerplay,1,1,Bowler B,18.98,115.22,2,0,0,0,0,0,1.0,2.0,1,0,False,True,False,-1.2791763185635212
32778,03-May-22,Bowling,Powerplay,1,2,Bowler B,35.68,115.03,0,0,0,1,0,0,1.0,3.0,1,0,False,True,False,0.42702494739350216
32778,03-May-22,Bowling,Powerplay,1,3,Bowler B,23.79,135.99,0,0,0,1,0,0,1.0,4.0,1,0,False,True,False,-0.787749486871708
32778,03-May-22,Bowling,Powerplay,1,4,Bowler B,32.78,157.66,0,0,0,1,0,0,1.0,5.0,1,0,False,True,False,0.13073850001174372
32778,03-May-22,Bowling,Powerplay,1,5,Bowler B,25.78,137.48,0,0,0,1,0,0,1.0,6.0,1,0,False,True,False,-0.5844356833235356
32778,03-May-22,Bowling,Powerplay,3,1,Bowler B,35.96,118.64,0,0,0,1,0,0,3.0,2.0,1,0,False,True,False,0.45563191472691345
32778,03-May-22,Bowling,Powerplay,3,2,Bowler B,21.16,140.06,0,0,0,1,0,0,3.0,3.0,1,0,False,True,False,-1.05645064432482
32778,03-May-22,Bowling,Powerplay,3,3,Bowler B,37.17,136.81,0,0,0,1,0,0,3.0,4.0,1,0,False,True,False,0.5792548807034403
32778,03-May-22,Bowling,Powerplay,3,4,Bowler B,32.49,147.09,0,0,0,1,0,0,3.0,5.0,1,0,False,True,False,0.10110985527356796
32778,03-May-22,Bowling,Powerplay,3,5,Bowler B,27.67,104.77,1,0,0,0,0,0,3.0,6.0,1,0,False,True,False,-0.3913386538230101
32778,03-May-22,Bowling,Death,16,1,Bowler B,39.1,165.38,0,0,1,1,1,1,16.0,2.0,1,0,False,True,False,0.7764386198230244
32778,03-May-22,Bowling,Death,16,2,Bowler B,27.12,154.53,0,1,1,1,1,1,16.0,3.0,1,0,False,True,False,-0.4475309110850678
32778,03-May-22,Bowling,Death,16,3,Bowler B,35.16,154.91,0,1,1,1,1,1,16.0,4.0,1,0,False,True,False,0.3738977223457382
32778,03-May-22,Bowling,Death,16,4,Bowler B,31.37,119.45,0,1,1,1,1,0,16.0,5.0,1,0,False,True,False,-0.013318014060076832
32778,03-May-22,Bowling,Death,16,5,Bowler B,29.77,135.16,4,0,1,0,0,0,16.0,6.0,1,0,False,True,False,-0.17678639882242653
32778,03-May-22,Bowling,Death,19,1,Bowler B,30.15,127.81,3,0,1,0,0,0,19.0,2.0,1,0,False,True,False,-0.1379626574413686
32778,03-May-22,Bowling,Death,19,2,Bowler B,44.31,186.21,1,0,1,0,0,0,19.0,3.0,1,0,False,True,False,1.3087325477054252
32778,03-May-22,Bowling,Death,19,3,Bowler B,30.4,161.93,1,0,1,0,0,0,19.0,4.0,1,0,False,True,False,-0.11242072232225149
32778,03-May-22,Bowling,Death,19,4,Bowler B,38.11,127.7,0,0,1,1,1,0,19.0,5.0,1,0,False,True,False,0.6752925567513205
32778,03-May-22,Bowling,Death,19,5,Bowler B,31.45,108.91,0,0,1,1,1,0,19.0,6.0,1,0,False,True,False,-0.005144594821959528
33401,27-Aug-23,Neutral,Powerplay,2,1,Bowler B,15.88,106.66,1,0,0,0,0,0,2.0,2.0,1,0,False,False,True,-1.5958963140405735
33401,27-Aug-23,Neutral,Powerplay,2,2,Bowler B,29.7,114.93,2,0,0,0,0,0,2.0,3.0,1,0,False,False,True,-0.18393814065577935
33401,27-Aug-23,Neutral,Powerplay,2,3,Bowler B,32.74,128.8,1,0,0,0,0,0,2.0,4.0,1,0,False,False,True,0.12665179039268507
33401,27-Aug-23,Neutral,Powerplay,2,4,Bowler B,27.1,107.27,2,0,0,0,0,0,2.0,5.0,1,0,False,False,True,-0.44957426589459715
33401,27-Aug-23,Neutral,Powerplay,2,5,Bowler B,23.51,126.47,1,0,0,0,0,0,2.0,6.0,1,0,False,False,True,-0.8163564542051189
33401,27-Aug-23,Neutral,Powerplay,3,1,Bowler B,34.89,139.56,3,0,0,0,0,0,3.0,2.0,1,0,False,False,True,0.34631243241709214
33401,27-Aug-23,Neutral,Powerplay,3,2,Bowler B,32.23,135.99,0,0,0,1,0,0,3.0,3.0,1,0,False,False,True,0.07454624274968563
33401,27-Aug-23,Neutral,Powerplay,3,3,Bowler B,38.72,118.36,1,0,0,0,0,0,3.0,4.0,1,0,False,False,True,0.7376148784419662
33401,27-Aug-23,Neutral,Powerplay,3,4,Bowler B,23.59,116.41,0,0,0,1,0,0,3.0,5.0,1,0,False,False,True,-0.8081830349670016
33401,27-Aug-23,Neutral,Powerplay,3,5,Bowler B,37.79,133.76,6,0,0,0,0,0,3.0,6.0,1,0,False,False,True,0.6425988797988506
33401,27-Aug-23,Neutral,Death,16,1,Bowler B,39.54,134.6,1,0,1,0,0,0,16.0,2.0,1,0,False,False,True,0.8213924256326703
33401,27-Aug-23,Neutral,Death,16,2,Bowler B,43.23,128.01,4,0,1,0,0,0,16.0,3.0,1,0,False,False,True,1.1983913879908388
33401,27-Aug-23,Neutral,Death,16,3,Bowler B,39.1,146.58,1,0,1,0,0,0,16.0,4.0,1,0,False,False,True,0.7764386198230244
33401,27-Aug-23,Neutral,Death,16,4,Bowler B,42.73,182.13,1,0,1,0,0,0,16.0,5.0,1,0,False,False,True,1.1473075177526046
33401,27-Aug-23,Neutral,Death,16,5,Bowler B,35.69,155.64,6,0,1,0,0,0,16.0,6.0,1,0,False,False,True,0.4280466247982666
33459,13-May-23,Batting,Powerplay,1,1,Bowler B,16.78,130.06,1,0,0,0,0,0,1.0,2.0,1,0,True,False,False,-1.5039453476117517
33459,13-May-23,Batting,Powerplay,1,2,Bowler B,22.48,128.71,4,0,0,0,0,0,1.0,3.0,1,0,True,False,False,-0.9215892268958815
33459,13-May-23,Batting,Powerplay,1,3,Bowler B,28.41,111.57,1,0,0,0,0,0,1.0,4.0,1,0,True,False,False,-0.3157345258704236
33459,13-May-23,Batting,Powerplay,1,4,Bowler B,31.62,146.1,6,0,0,0,0,0,1.0,5.0,1,0,True,False,False,0.012223921059040285
33459,13-May-23,Batting,Powerplay,1,5,Bowler B,38.93,141.06,4,0,0,0,0,1,1.0,6.0,1,0,True,False,False,0.7590701039420247
33459,13-May-23,Batting,Death,17,1,Bowler B,38.31,183.58,6,0,1,0,0,0,17.0,2.0,1,0,True,False,False,0.6957261048466145
33459,13-May-23,Batting,Death,17,2,Bowler B,39.03,125.92,0,0,1,1,1,1,17.0,3.0,1,0,True,False,False,0.7692868779896717
33459,13-May-23,Batting,Death,17,3,Bowler B,49.81,165.18,0,1,1,1,1,0,17.0,4.0,1,0,True,False,False,1.8706551203260018
33459,13-May-23,Batting,Death,17,4,Bowler B,38.48,156.2,0,0,1,1,1,0,17.0,5.0,1,0,True,False,False,0.7130946207276135
33459,13-May-23,Batting,Death,17,5,Bowler B,47.98,128.25,4,0,1,0,0,0,17.0,6.0,1,0,True,False,False,1.683688155254064
33459,13-May-23,Batting,Death,18,1,Bowler B,47.21,141.33,1,0,1,0,0,0,18.0,2.0,1,0,True,False,False,1.6050189950871836
33459,13-May-23,Batting,Death,18,2,Bowler B,24.77,178.43,6,0,1,0,0,0,18.0,3.0,1,0,True,False,False,-0.6876251012047688
33459,13-May-23,Batting,Death,18,3,Bowler B,44.43,158.92,4,0,1,0,0,0,18.0,4.0,1,0,True,False,False,1.3209926765626012
33459,13-May-23,Batting,Death,18,4,Bowler B,30.89,103.31,0,0,1,1,1,1,18.0,5.0,1,0,True,False,False,-0.06235852948878174
33459,13-May-23,Batting,Death,18,5,Bowler B,44.67,135.54,0,1,1,1,1,0,18.0,6.0,1,0,True,False,False,1.3455129342769538
33478,24-Jun-22,Batting,Powerplay,3,1,Bowler A,37.88,125.2,4,0,0,0,0,0,3.0,2.0,1,0,True,False,False,0.6517939764417331
33478,24-Jun-22,Batting,Powerplay,3,2,Bowler A,32.98,112.92,1,0,0,0,0,0,3.0,3.0,1,0,True,False,False,0.151172048107037
33478,24-Jun-22,Batting,Powerplay,3,3,Bowler A,25.82,135.48,2,0,0,0,0,0,3.0,4.0,1,0,True,False,False,-0.5803489737044769
33478,24-Jun-22,Batting,Powerplay,3,4,Bowler A,15.57,142.27,0,0,0,1,0,0,3.0,5.0,1,0,True,False,False,-1.6275683135882788
33478,24-Jun-22,Batting,Powerplay,3,5,Bowler A,38.2,142.15,0,0,0,1,0,0,3.0,6.0,1,0,True,False,False,0.684487653394203
33478,24-Jun-22,Batting,Powerplay,5,1,Bowler A,29.53,131.03,3,0,0,0,0,0,5.0,2.0,1,0,True,False,False,-0.2013066565367788
33478,24-Jun-22,Batting,Powerplay,5,2,Bowler A,28.71,132.96,0,0,0,1,0,0,5.0,3.0,1,0,True,False,False,-0.285084203727483
33478,24-Jun-22,Batting,Powerplay,5,3,Bowler A,29.63,125.73,2,0,0,0,0,0,5.0,4.0,1,0,True,False,False,-0.19108988248913217
33478,24-Jun-22,Batting,Powerplay,5,4,Bowler A,26.88,123.25,6,0,0,0,0,0,5.0,5.0,1,0,True,False,False,-0.47205116879942044
