Match_ID,Match_Date,Pitch_Type,Phase,Over,Ball,Bowler,Batter_Avg,Batter_SR,Runs_Conceded,Is_Wicket
33459,13-May-23,Batting,Powerplay,1,1,Bowler B,28.48,134.48,3,0
37268,05-May-22,Bowling,Death,18,1,Bowler B,25.95,136.36,0,0
66160,08-Nov-22,Neutral,Death,16,2,Bowler B,45.04,174.25,0,0
20547,12-Oct-23,Bowling,Death,18,3,Bowler B,9.55,156.5,0,0
97475,15-Nov-23,Batting,Powerplay,6,5,Bowler A,13.26,143.38,4,0
94717,29-Dec-22,Neutral,Powerplay,5,6,Bowler A,40.18,138.08,0,0
83177,21-Jun-23,Batting,Powerplay,6,2,Bowler A,24.96,117.75,0,0
59047,15-Apr-23,Neutral,Death,16,5,Bowler A,21.6,145.66,1,0
67290,22-Jan-23,Batting,Death,18,4,Bowler B,42.01,160.24,1,0
84935,01-Mar-23,Neutral,Powerplay,4,4,Bowler B,23.8,130.32,2,0
67541,20-Feb-23,Neutral,Death,17,3,Bowler B,31.67,136.69,0,0
97954,09-May-23,Batting,Powerplay,2,5,Bowler A,29.59,134.3,0,0
53168,25-Jun-23,Batting,Powerplay,2,3,Bowler B,16.73,156.89,0,0
32097,17-Jun-23,Bowling,Death,20,4,Bowler B,33.83,170.66,4,0
80393,12-May-23,Neutral,Powerplay,4,5,Bowler A,24.42,110.86,0,0
34644,29-Aug-23,Neutral,Death,20,5,Bowler B,12.65,168.16,1,0
36709,16-Jan-22,Neutral,Powerplay,6,3,Bowler B,32.17,138.39,4,0
33401,27-Aug-23,Neutral,Death,16,6,Bowler B,15.25,183.66,0,1
56040,26-Jul-22,Bowling,Powerplay,6,4,Bowler A,28.06,125.12,2,0
43487,09-Jul-23,Neutral,Death,17,2,Bowler A,19.02,159.24,1,0
71739,14-Jul-22,Bowling,Death,17,2,Bowler B,42.38,166.92,1,0
46593,01-Jun-22,Neutral,Powerplay,1,6,Bowler B,26.13,124.39,0,0
84727,01-Jun-22,Neutral,Death,17,4,Bowler B,43.75,148.37,2,0
67149,12-Nov-23,Batting,Powerplay,1,4,Bowler A,25.99,147,0,0
91588,19-Feb-23,Bowling,Powerplay,6,3,Bowler A,16.31,113.26,0,0
56433,28-Jan-23,Neutral,Death,19,5,Bowler A,38.09,153.27,3,0
69902,03-Apr-23,Bowling,Death,20,5,Bowler A,25.96,148.11,4,0
50148,30-Jun-22,Neutral,Death,19,3,Bowler B,38.4,144.11,1,0
17239,05-Jul-23,Neutral,Death,18,2,Bowler A,43.51,137.59,2,0
74325,17-Jun-22,Bowling,Death,16,1,Bowler B,42.02,179.41,4,0
99882,12-Mar-22,Neutral,Death,16,4,Bowler B,40.43,153.46,0,0
36709,16-Jan-22,Neutral,Powerplay,6,1,Bowler B,41.03,119.55,1,0
36651,12-Apr-23,Batting,Death,19,1,Bowler A,22.91,138.3,1,0
80631,15-Mar-22,Neutral,Death,20,3,Bowler B,27.77,157.33,0,0
38797,02-Nov-22,Bowling,Powerplay,3,4,Bowler A,30.38,110.88,1,0
44020,18-Apr-22,Neutral,Powerplay,6,4,Bowler A,32.48,146.21,2,0
66233,13-Nov-23,Neutral,Powerplay,6,6,Bowler A,26.48,107.69,0,0
31395,21-Dec-22,Neutral,Death,20,5,Bowler B,45.73,154.37,1,0
15313,14-Oct-22,Batting,Death,17,5,Bowler A,45.83,138.67,0,0
91948,16-Jan-22,Neutral,Powerplay,5,5,Bowler A,30.56,131.26,1,0
48165,22-Sep-22,Neutral,Death,20,4,Bowler A,12.59,150.11,0,0
92124,03-Oct-23,Neutral,Death,20,5,Bowler B,26.75,174.23,2,0
26066,18-Sep-23,Neutral,Death,19,3,Bowler B,32.99,141.91,0,1
96402,30-Nov-23,Batting,Death,19,5,Bowler A,37.25,159.71,2,0
74783,14-Jan-22,Batting,Powerplay,2,2,Bowler B,37.53,109.05,1,0
73788,07-Jul-23,Batting,Powerplay,6,4,Bowler B,30.72,118.67,0,0
59056,30-Dec-22,Batting,Powerplay,2,1,Bowler A,30.61,148.13,0,0
99317,12-Sep-22,Batting,Death,16,4,Bowler A,24.04,171.89,3,0
55812,19-Dec-22,Bowling,Powerplay,3,6,Bowler B,16.17,96.55,4,0
67541,20-Feb-23,Neutral,Powerplay,2,5,Bowler B,33.02,135.33,0,0
30193,26-Dec-22,Batting,Death,16,6,Bowler B,52.88,123.05,1,0
84637,29-Jul-22,Batting,Powerplay,1,5,Bowler A,17.86,130.66,2,0
86298,14-Dec-22,Bowling,Powerplay,2,2,Bowler A,47.56,121.87,1,0
39482,05-Dec-22,Batting,Death,16,4,Bowler B,47.47,141.1,6,0
98478,29-Jan-23,Bowling,Death,20,4,Bowler A,17.92,159.23,0,0
98478,29-Jan-23,Bowling,Powerplay,4,3,Bowler A,35.65,164.87,0,1
53617,09-Oct-22,Neutral,Death,19,6,Bowler A,42.65,160.23,4,0
11935,28-Jan-23,Batting,Powerplay,6,6,Bowler B,30.48,154.18,0,0
60341,04-Oct-23,Bowling,Death,17,1,Bowler A,25.97,168.94,1,0
97063,18-Nov-23,Neutral,Powerplay,5,1,Bowler B,34.58,122.67,0,0
60341,04-Oct-23,Bowling,Powerplay,4,6,Bowler A,25.75,127.03,1,0
69902,03-Apr-23,Bowling,Powerplay,4,3,Bowler A,23.94,102.11,0,0
95981,25-Oct-22,Batting,Death,18,3,Bowler A,36.73,157.71,1,0
33459,13-May-23,Batting,Death,17,5,Bowler B,47.98,128.25,4,0
23565,15-May-23,Batting,Powerplay,2,1,Bowler B,28.56,132.35,0,0
83932,14-May-23,Batting,Death,20,6,Bowler B,25.49,148.26,1,0
56157,16-Feb-23,Neutral,Powerplay,1,5,Bowler A,29.48,144.77,0,0
26679,16-May-23,Batting,Powerplay,6,6,Bowler B,14.62,119.28,6,0
17239,05-Jul-23,Neutral,Powerplay,6,6,Bowler A,17.56,140.05,0,0
98223,20-Apr-23,Bowling,Powerplay,2,3,Bowler A,31.59,128.82,1,0
98177,18-Jul-22,Neutral,Powerplay,1,3,Bowler A,24.38,118.16,0,0
56157,16-Feb-23,Neutral,Death,19,1,Bowler A,36.52,115.17,1,0
95473,11-Dec-22,Batting,Powerplay,5,1,Bowler A,31.54,148.32,0,0
55406,26-May-23,Neutral,Powerplay,4,4,Bowler B,25.37,136.76,0,0
66160,08-Nov-22,Neutral,Powerplay,6,3,Bowler B,17.02,125.42,0,0
16846,21-Feb-23,Batting,Death,20,4,Bowler B,35.94,120.54,6,0
26679,16-May-23,Batting,Powerplay,4,3,Bowler B,13.51,122.17,0,1
91550,11-Nov-22,Bowling,Powerplay,3,5,Bowler B,34.93,126.46,3,0
68414,10-Jul-22,Neutral,Powerplay,4,4,Bowler B,22.88,130.32,0,0
16910,02-Feb-23,Neutral,Powerplay,2,5,Bowler A,26.71,136.06,1,0
14861,02-Nov-23,Bowling,Death,19,1,Bowler B,31.98,155.04,0,1
43892,25-Jun-23,Batting,Death,17,4,Bowler A,41.66,117.14,1,0
93087,21-Apr-22,Batting,Death,16,3,Bowler A,34.11,152.62,0,0
27857,13-Jan-23,Batting,Death,17,3,Bowler B,35.19,161.65,0,1
36797,15-Apr-23,Bowling,Powerplay,6,6,Bowler A,20.12,138.53,0,0
60629,19-Jan-23,Batting,Death,16,5,Bowler B,26.2,153.59,1,0
36709,16-Jan-22,Neutral,Powerplay,6,4,Bowler B,23.26,108.54,2,0
39350,26-Aug-23,Batting,Powerplay,6,1,Bowler B,40.24,143.4,0,0
55242,19-Aug-23,Neutral,Death,16,5,Bowler A,36.09,171.05,0,0
52154,07-Aug-23,Neutral,Powerplay,5,4,Bowler B,20.41,125.62,0,0
25078,22-Oct-22,Neutral,Death,18,5,Bowler A,50.83,155.49,2,0
45687,27-May-22,Batting,Death,19,3,Bowler B,40.44,182.04,1,0
49931,15-Mar-23,Bowling,Powerplay,2,1,Bowler B,35.04,124.77,0,0
18611,15-Jul-23,Bowling,Powerplay,3,1,Bowler B,28.5,129.72,2,0
11951,17-Jan-22,Bowling,Powerplay,3,1,Bowler A,35.62,116.14,0,0
59240,13-Mar-23,Batting,Death,18,1,Bowler B,17.58,171.5,0,0
37798,29-May-23,Bowling,Powerplay,3,5,Bowler A,37.74,116.97,0,0
90055,28-Jan-22,Bowling,Powerplay,5,5,Bowler A,34.8,123.18,0,0
97954,09-May-23,Batting,Death,16,5,Bowler A,48.82,187.46,1,0
80393,12-May-23,Neutral,Death,18,1,Bowler A,57.4,159.2,2,0
18611,15-Jul-23,Bowling,Death,19,3,Bowler B,44.52,149.63,0,0
44072,26-May-23,Batting,Death,19,6,Bowler B,37.02,140.81,0,0
39482,05-Dec-22,Batting,Death,17,1,Bowler B,37.32,139.12,1,0
13641,03-Apr-22,Bowling,Powerplay,3,4,Bowler A,45.48,119.7,1,0
71331,19-Feb-22,Neutral,Powerplay,6,1,Bowler B,14.28,142.39,1,0
55242,19-Aug-23,Neutral,Powerplay,6,2,Bowler A,32.95,126.89,0,0
91588,19-Feb-23,Bowling,Powerplay,6,5,Bowler A,45.77,132.66,0,0
59047,15-Apr-23,Neutral,Powerplay,6,1,Bowler A,33.17,113.51,1,0
95473,11-Dec-22,Batting,Powerplay,3,6,Bowler A,21.33,140.12,0,0
45687,27-May-22,Batting,Powerplay,5,2,Bowler B,22.25,157.48,0,0
64380,15-Mar-22,Neutral,Powerplay,2,5,Bowler B,19.32,124.55,2,0
19223,05-Aug-22,Bowling,Death,18,3,Bowler B,34.58,131.16,0,0
87909,10-Jul-23,Bowling,Powerplay,2,5,Bowler A,36.01,134.86,0,0
37268,05-May-22,Bowling,Powerplay,2,1,Bowler B,39.81,152.06,0,0
44961,02-Feb-22,Neutral,Powerplay,3,4,Bowler B,39.54,116.41,0,0
66700,11-Nov-23,Bowling,Powerplay,2,5,Bowler A,42.99,146.2,2,0
36797,15-Apr-23,Bowling,Death,16,6,Bowler A,28.63,157.96,2,0
76351,26-Nov-23,Batting,Death,17,2,Bowler B,32.17,109.5,2,0
90893,15-May-22,Batting,Powerplay,6,3,Bowler B,30.79,122.5,4,0
46292,09-Mar-23,Neutral,Death,19,1,Bowler B,42.6,142.28,0,0
25795,28-Sep-22,Bowling,Death,17,5,Bowler A,43.35,155.93,1,0
17491,11-Jul-22,Bowling,Powerplay,1,6,Bowler A,17.99,151.66,4,0
97694,01-Sep-22,Bowling,Death,18,1,Bowler B,36.5,134.7,2,0
98478,29-Jan-23,Bowling,Death,20,6,Bowler A,51.92,155.29,1,0
39482,05-Dec-22,Batting,Death,16,6,Bowler B,32.6,145.54,1,0
26679,16-May-23,Batting,Powerplay,4,2,Bowler B,28.12,123.52,1,0
66160,08-Nov-22,Neutral,Death,16,1,Bowler B,6.94,157.64,1,0
97235,27-Oct-22,Batting,Death,20,4,Bowler A,17.45,136.1,0,0
30637,21-Jun-22,Bowling,Powerplay,5,5,Bowler A,29.61,141.5,1,0
37268,05-May-22,Bowling,Powerplay,2,3,Bowler B,17.18,140.09,0,0
67541,20-Feb-23,Neutral,Death,17,6,Bowler B,27.84,161.29,0,0
59240,13-Mar-23,Batting,Death,18,4,Bowler B,36.95,157.52,0,0
18611,15-Jul-23,Bowling,Death,16,5,Bowler B,30.43,167.97,2,0
53617,09-Oct-22,Neutral,Death,19,5,Bowler A,32.54,167.23,0,0
74325,17-Jun-22,Bowling,Death,16,5,Bowler B,32.29,140.72,4,0
89756,12-Jun-22,Batting,Powerplay,3,2,Bowler B,23.91,139.63,0,0
35185,16-May-22,Batting,Powerplay,3,6,Bowler B,23.28,136.19,0,0
62269,03-Nov-23,Batting,Death,20,3,Bowler A,44.52,208.92,1,0
13271,03-Mar-23,Bowling,Death,17,2,Bowler A,29.99,153.14,1,0
81011,31-Mar-22,Neutral,Powerplay,6,2,Bowler B,43.01,111.54,0,0
67541,20-Feb-23,Neutral,Powerplay,2,1,Bowler B,29.71,118.66,0,0
28058,16-Oct-22,Batting,Powerplay,2,1,Bowler A,20.61,137.56,2,0
59056,30-Dec-22,Batting,Death,19,5,Bowler A,34.09,148.38,0,0
64748,13-Nov-23,Bowling,Death,17,6,Bowler A,36.99,138,0,0
98478,29-Jan-23,Bowling,Powerplay,5,1,Bowler A,27.08,124.81,0,0
36709,16-Jan-22,Neutral,Powerplay,6,5,Bowler B,25.42,140.29,0,0
87909,10-Jul-23,Bowling,Death,19,6,Bowler A,18.84,155.99,0,0
62269,03-Nov-23,Batting,Powerplay,6,6,Bowler A,29.68,143.2,1,0
64748,13-Nov-23,Bowling,Powerplay,2,4,Bowler A,47.11,157.65,1,0
53168,25-Jun-23,Batting,Powerplay,3,3,Bowler B,31,121.66,0,0
59240,13-Mar-23,Batting,Death,18,5,Bowler B,40.1,138.55,0,1
71331,19-Feb-22,Neutral,Powerplay,3,2,Bowler B,29.05,138.58,1,0
60345,08-Feb-22,Batting,Powerplay,1,2,Bowler A,36.31,137.95,0,0
97154,24-Nov-22,Batting,Death,20,1,Bowler B,43.18,144.12,4,0
76553,09-Jun-22,Batting,Death,17,3,Bowler B,59.4,156.02,0,0
24645,21-Jan-23,Batting,Death,17,4,Bowler A,44.2,143.97,6,0
76553,09-Jun-22,Batting,Death,16,6,Bowler B,15.95,148.71,0,0
98223,20-Apr-23,Bowling,Death,16,3,Bowler A,32.42,173.67,0,0
77194,29-Jan-23,Neutral,Powerplay,3,2,Bowler A,21.18,131.09,0,0
64380,15-Mar-22,Neutral,Death,18,6,Bowler B,36.09,119.22,2,0
69269,15-May-22,Bowling,Powerplay,3,3,Bowler B,23.82,158.79,0,0
72912,28-Oct-22,Neutral,Death,18,6,Bowler A,23.46,152.27,3,0
97694,01-Sep-22,Bowling,Death,18,5,Bowler B,23.59,145.83,0,0
16846,21-Feb-23,Batting,Death,17,6,Bowler B,25.16,201.19,4,0
25078,22-Oct-22,Neutral,Powerplay,1,5,Bowler A,22.26,122.73,4,0
69821,08-Mar-23,Neutral,Death,19,3,Bowler B,27.17,164.29,0,0
87360,17-Apr-23,Batting,Powerplay,6,1,Bowler A,37.27,130.71,1,0
37268,05-May-22,Bowling,Powerplay,2,4,Bowler B,27.75,129,0,0
25795,28-Sep-22,Bowling,Powerplay,5,4,Bowler A,23.43,116.14,1,0
58511,17-Sep-22,Neutral,Death,17,4,Bowler A,25.36,168.72,1,0
55242,19-Aug-23,Neutral,Death,17,2,Bowler A,36.06,161.69,1,0
99882,12-Mar-22,Neutral,Powerplay,5,3,Bowler B,22.31,139.73,6,0
52244,08-Aug-23,Batting,Death,17,1,Bowler A,35.42,135.65,1,0
36651,12-Apr-23,Batting,Death,19,4,Bowler A,40.37,120.18,0,0
44961,02-Feb-22,Neutral,Powerplay,4,3,Bowler B,25.71,122.48,0,1
37268,05-May-22,Bowling,Death,18,3,Bowler B,37.24,158.66,1,0
97063,18-Nov-23,Neutral,Powerplay,4,2,Bowler B,27.82,127.29,0,0
82131,05-May-23,Bowling,Powerplay,2,1,Bowler B,21.47,161.82,0,0
73788,07-Jul-23,Batting,Death,17,3,Bowler B,52.47,109.84,4,0
11935,28-Jan-23,Batting,Powerplay,2,4,Bowler B,9.31,136.44,0,0
74325,17-Jun-22,Bowling,Death,17,6,Bowler B,41.35,147.65,0,1
63625,04-May-22,Batting,Powerplay,1,5,Bowler B,28.44,172.11,1,0
15313,14-Oct-22,Batting,Powerplay,3,3,Bowler A,23.98,126.05,0,0
74783,14-Jan-22,Batting,Death,16,4,Bowler B,56.67,172.01,0,1
16846,21-Feb-23,Batting,Powerplay,5,4,Bowler B,35.99,133.56,4,0
33401,27-Aug-23,Neutral,Death,16,1,Bowler B,49.48,162.1,6,0
28452,30-Aug-22,Bowling,Death,16,6,Bowler A,34.58,188.63,6,0
23186,17-Mar-22,Bowling,Powerplay,2,2,Bowler A,29.01,112.34,1,0
92486,28-Jan-23,Neutral,Powerplay,2,3,Bowler B,36.27,104.17,0,0
16523,20-Oct-23,Bowling,Death,18,6,Bowler A,14.37,143.65,1,0
97694,01-Sep-22,Bowling,Death,16,1,Bowler B,58.79,148.55,1,0
39545,12-Sep-22,Batting,Powerplay,1,4,Bowler A,36.17,143.78,0,0
66478,22-Mar-23,Neutral,Powerplay,3,4,Bowler B,25.35,99.58,3,0
56157,16-Feb-23,Neutral,Powerplay,1,4,Bowler A,21.34,108.9,0,0
84935,01-Mar-23,Neutral,Powerplay,1,3,Bowler B,31.78,126.38,4,0
36709,16-Jan-22,Neutral,Death,20,2,Bowler B,40.29,177.12,0,0
15812,01-Jan-23,Batting,Powerplay,4,1,Bowler A,38.49,126.64,4,0
38797,02-Nov-22,Bowling,Death,19,6,Bowler A,32.86,169.41,2,0
13641,03-Apr-22,Bowling,Death,16,6,Bowler A,27.13,163.38,0,0
33401,27-Aug-23,Neutral,Death,16,2,Bowler B,33.34,150.62,0,0
16523,20-Oct-23,Bowling,Powerplay,6,4,Bowler A,26.89,148.08,0,0
66700,11-Nov-23,Bowling,Powerplay,2,1,Bowler A,35.06,128.83,1,0
22926,01-Feb-22,Neutral,Powerplay,4,1,Bowler B,22.37,141.72,2,0
36797,15-Apr-23,Bowling,Death,20,2,Bowler A,47.21,150.46,0,0
67541,20-Feb-23,Neutral,Death,20,6,Bowler B,52.36,161.94,2,0
82131,05-May-23,Bowling,Powerplay,2,5,Bowler B,44.26,126.16,1,0
17491,11-Jul-22,Bowling,Powerplay,1,5,Bowler A,22.31,119.96,0,0
71331,19-Feb-22,Neutral,Powerplay,6,4,Bowler B,29.77,109.26,0,0
60629,19-Jan-23,Batting,Death,16,4,Bowler B,39.68,136.62,1,0
34599,22-Jan-22,Neutral,Death,19,5,Bowler B,26.54,130.42,0,1
39545,12-Sep-22,Batting,Powerplay,1,4,Bowler A,34.47,121.23,0,0
64856,12-Jan-22,Bowling,Powerplay,2,4,Bowler B,20.84,135.3,2,0
43487,09-Jul-23,Neutral,Death,16,4,Bowler A,33.2,177.46,1,0
60341,04-Oct-23,Bowling,Powerplay,4,3,Bowler A,33.73,121.77,0,0
92486,28-Jan-23,Neutral,Death,20,3,Bowler B,33.29,148.68,6,0
20129,26-May-23,Batting,Powerplay,5,3,Bowler A,32.06,97.02,4,0
30079,16-Jan-23,Bowling,Death,17,1,Bowler A,37.56,169.65,1,0
27383,07-Nov-22,Neutral,Powerplay,3,4,Bowler B,18.59,139.44,0,0
53950,02-Jul-23,Batting,Powerplay,2,5,Bowler B,18.83,94.57,4,0
91588,19-Feb-23,Bowling,Death,19,2,Bowler A,26.32,161.14,0,0
88515,01-Dec-23,Neutral,Death,17,6,Bowler B,10.19,146.29,0,1
83932,14-May-23,Batting,Powerplay,2,4,Bowler B,21.4,130.7,0,0
42535,09-Aug-22,Bowling,Powerplay,4,4,Bowler A,30.99,142.77,0,0
91948,16-Jan-22,Neutral,Death,20,5,Bowler A,6.16,151.68,1,0
56157,16-Feb-23,Neutral,Powerplay,1,1,Bowler A,27.34,161.5,6,0
86025,13-Feb-23,Bowling,Powerplay,5,4,Bowler A,21.72,133.65,0,1
59240,13-Mar-23,Batting,Death,18,3,Bowler B,36.34,171.24,1,0
76351,26-Nov-23,Batting,Death,20,5,Bowler B,27.42,141.09,0,1
83177,21-Jun-23,Batting,Death,19,2,Bowler A,43.96,115.19,4,0
86295,16-Nov-22,Neutral,Death,19,2,Bowler A,16.01,151.57,1,0
34599,22-Jan-22,Neutral,Death,19,2,Bowler B,52.69,156.98,6,0
46289,15-Mar-22,Batting,Powerplay,1,5,Bowler A,33.24,130.09,4,0
45687,27-May-22,Batting,Powerplay,5,4,Bowler B,38.98,110.97,0,0
90102,07-Mar-22,Batting,Powerplay,1,4,Bowler A,42.89,158.3,1,0
36872,14-May-22,Neutral,Powerplay,6,3,Bowler A,27.96,116.6,0,0
25795,28-Sep-22,Bowling,Powerplay,5,1,Bowler A,39.73,126.61,0,0
86907,12-Jul-23,Neutral,Death,18,1,Bowler B,41.35,155.66,6,0
70824,30-Aug-23,Batting,Death,17,5,Bowler A,34.98,138.21,2,0
93324,01-May-23,Batting,Death,17,6,Bowler B,36.03,144.57,6,0
36649,28-Aug-23,Batting,Death,16,1,Bowler A,36.45,137.7,2,0
59240,13-Mar-23,Batting,Powerplay,4,4,Bowler B,30.11,147.32,4,0
90097,02-Jun-22,Bowling,Death,18,1,Bowler A,50.67,156.86,0,0
17491,11-Jul-22,Bowling,Powerplay,6,3,Bowler A,26.95,99.47,2,0
58511,17-Sep-22,Neutral,Powerplay,3,5,Bowler A,3.84,132.76,1,0
55242,19-Aug-23,Neutral,Death,17,6,Bowler A,20.49,149.76,1,0
79806,11-Aug-23,Batting,Powerplay,2,2,Bowler A,28.9,130.68,3,0
93087,21-Apr-22,Batting,Powerplay,2,2,Bowler A,33.85,138.86,6,0
90097,02-Jun-22,Bowling,Death,18,5,Bowler A,23.15,142.02,2,0
46289,15-Mar-22,Batting,Death,18,6,Bowler A,51.37,129.88,4,0
30637,21-Jun-22,Bowling,Death,17,6,Bowler A,33.85,151.68,0,0
83932,14-May-23,Batting,Death,20,4,Bowler B,45.29,140.57,6,0
86298,14-Dec-22,Bowling,Death,17,4,Bowler A,40.06,179.78,3,0
36797,15-Apr-23,Bowling,Powerplay,2,1,Bowler A,25.64,130.54,0,0
26679,16-May-23,Batting,Powerplay,6,2,Bowler B,14.85,131.26,4,0
93324,01-May-23,Batting,Powerplay,1,4,Bowler B,31.28,114.27,0,0
20129,26-May-23,Batting,Powerplay,2,1,Bowler A,28.95,142.3,0,0
13271,03-Mar-23,Bowling,Powerplay,4,2,Bowler A,30.13,127.83,0,0
64748,13-Nov-23,Bowling,Powerplay,3,3,Bowler A,25.48,141.38,0,0
31395,21-Dec-22,Neutral,Powerplay,1,1,Bowler B,21.52,121.17,2,0
23565,15-May-23,Batting,Powerplay,2,5,Bowler B,29.12,138.61,0,0
56040,26-Jul-22,Bowling,Powerplay,6,6,Bowler A,16.89,106,1,0
91948,16-Jan-22,Neutral,Death,20,6,Bowler A,25.21,170.13,0,0
16846,21-Feb-23,Batting,Powerplay,3,6,Bowler B,28.33,130.23,0,0
44072,26-May-23,Batting,Death,19,3,Bowler B,43.36,134.02,2,0
72912,28-Oct-22,Neutral,Powerplay,1,2,Bowler A,24.92,136.31,2,0
20547,12-Oct-23,Bowling,Death,19,1,Bowler B,48.71,182.96,1,0
44020,18-Apr-22,Neutral,Death,16,4,Bowler A,32.55,132.34,0,0
36872,14-May-22,Neutral,Powerplay,2,6,Bowler A,27.39,118.67,1,0
17239,05-Jul-23,Neutral,Powerplay,6,3,Bowler A,35.85,134.96,6,0
95981,25-Oct-22,Batting,Powerplay,2,1,Bowler A,20.12,113.59,1,0
32778,03-May-22,Bowling,Powerplay,3,2,Bowler B,21.16,140.06,0,0
86298,14-Dec-22,Bowling,Death,19,1,Bowler A,40.6,133.73,0,0
15812,01-Jan-23,Batting,Powerplay,2,6,Bowler A,24.74,152.07,1,0
51568,17-Sep-22,Neutral,Powerplay,5,1,Bowler A,34.9,118.05,0,0
93324,01-May-23,Batting,Death,17,5,Bowler B,24.48,112.96,0,0
16910,02-Feb-23,Neutral,Death,19,5,Bowler A,40.36,131.71,1,0
86907,12-Jul-23,Neutral,Death,19,6,Bowler B,31.83,183.48,0,1
11951,17-Jan-22,Bowling,Powerplay,3,5,Bowler A,32.43,144.44,0,0
37268,05-May-22,Bowling,Powerplay,2,6,Bowler B,27.59,123.45,0,0
46289,15-Mar-22,Batting,Powerplay,1,3,Bowler A,7.86,109.63,1,0
90097,02-Jun-22,Bowling,Powerplay,3,5,Bowler A,26.12,131.53,1,0
86298,14-Dec-22,Bowling,Powerplay,2,5,Bowler A,45.32,147.86,4,0
64856,12-Jan-22,Bowling,Death,17,5,Bowler B,52.57,165.49,2,0
38797,02-Nov-22,Bowling,Death,19,3,Bowler A,46.6,156.4,0,0
46593,01-Jun-22,Neutral,Death,20,6,Bowler B,40.91,138.03,1,0
84637,29-Jul-22,Batting,Death,17,6,Bowler A,34.59,126.43,0,0
31395,21-Dec-22,Neutral,Powerplay,1,2,Bowler B,38.26,174.6,0,0
49994,26-Jun-22,Bowling,Powerplay,1,2,Bowler A,30.36,134.34,0,0
32097,17-Jun-23,Bowling,Powerplay,3,4,Bowler B,31.27,124.79,0,0
83932,14-May-23,Batting,Death,20,3,Bowler B,29.77,120.98,6,0
36649,28-Aug-23,Batting,Death,20,6,Bowler A,30.17,152.94,0,0
77194,29-Jan-23,Neutral,Death,19,1,Bowler A,34.58,170.03,2,0
86295,16-Nov-22,Neutral,Death,16,4,Bowler A,38.26,150.61,6,0
15313,14-Oct-22,Batting,Powerplay,3,5,Bowler A,30.03,124.42,1,0
56040,26-Jul-22,Bowling,Death,18,5,Bowler A,42.19,160.85,2,0
92636,13-Sep-22,Bowling,Powerplay,2,4,Bowler A,23.58,113.54,0,0
13641,03-Apr-22,Bowling,Death,16,1,Bowler A,54.58,113.63,3,0
68414,10-Jul-22,Neutral,Death,16,3,Bowler B,37.17,151.32,0,1
30637,21-Jun-22,Bowling,Powerplay,3,4,Bowler A,35.11,154.11,0,1
43149,20-Nov-23,Batting,Death,16,1,Bowler B,34.63,172.81,0,0
69269,15-May-22,Bowling,Powerplay,3,1,Bowler B,47.85,122.55,0,0
15313,14-Oct-22,Batting,Death,17,6,Bowler A,30.4,130.95,0,0
67439,19-Jan-23,Batting,Powerplay,4,5,Bowler B,30.45,126.53,1,0
86298,14-Dec-22,Bowling,Powerplay,2,4,Bowler A,19.06,124.62,2,0
89431,30-Jan-22,Batting,Death,20,6,Bowler A,17.92,144.98,3,0
91948,16-Jan-22,Neutral,Powerplay,5,1,Bowler A,35.41,143.56,0,0
90097,02-Jun-22,Bowling,Death,17,4,Bowler A,25.72,161.89,4,0
17491,11-Jul-22,Bowling,Powerplay,1,2,Bowler A,33.2,128.51,0,0
87909,10-Jul-23,Bowling,Death,20,1,Bowler A,36.93,172.9,1,0
16523,20-Oct-23,Bowling,Powerplay,6,2,Bowler A,30.1,120.85,0,0
40988,16-Feb-23,Neutral,Powerplay,3,2,Bowler A,27.41,141.43,0,0
99317,12-Sep-22,Batting,Death,16,5,Bowler A,28.07,153.93,1,0
14311,02-Jul-22,Batting,Death,16,3,Bowler A,12.34,142.98,6,0
28452,30-Aug-22,Bowling,Powerplay,5,1,Bowler A,38.88,126.41,0,0
93324,01-May-23,Batting,Death,19,3,Bowler B,32.4,132.59,0,1
67439,19-Jan-23,Batting,Death,18,5,Bowler B,29.95,152.55,0,1
11935,28-Jan-23,Batting,Powerplay,6,2,Bowler B,26.83,115.52,4,0
75875,02-Jun-22,Neutral,Powerplay,4,6,Bowler B,16.32,143.53,0,0
52244,08-Aug-23,Batting,Powerplay,6,5,Bowler A,16.99,113.2,0,0
84727,01-Jun-22,Neutral,Death,17,1,Bowler B,54.2,153.96,6,0
27349,20-May-23,Neutral,Powerplay,1,3,Bowler B,23.61,117.47,1,0
86295,16-Nov-22,Neutral,Powerplay,1,5,Bowler A,26.23,125.85,4,0
66700,11-Nov-23,Bowling,Powerplay,2,6,Bowler A,34.12,127.12,1,0
97154,24-Nov-22,Batting,Death,20,5,Bowler B,36.11,115.29,1,0
44020,18-Apr-22,Neutral,Death,19,3,Bowler A,24.06,102.57,0,1
52244,08-Aug-23,Batting,Powerplay,6,1,Bowler A,36.78,122.15,0,0
79806,11-Aug-23,Batting,Death,18,2,Bowler A,43.36,146.54,0,0
52154,07-Aug-23,Neutral,Death,18,3,Bowler B,29.21,179.75,3,0
30193,26-Dec-22,Batting,Powerplay,4,5,Bowler B,33.1,117.61,1,0
48196,26-Jun-23,Batting,Powerplay,2,2,Bowler B,24.02,115.7,0,0
83932,14-May-23,Batting,Powerplay,2,1,Bowler B,23.57,137.18,0,0
28058,16-Oct-22,Batting,Powerplay,2,6,Bowler A,28.31,132.31,1,0
